Epoch	 Loss	 AccuracyTrain	 AccuracyVal
   86 	 1047598.9  	  18.0	  16.4
   87 	 1031194.8  	  17.9	  16.3
   88 	 1015160.1  	  17.8	  16.1
   89 	 999478.0   	  17.6	  16.0
   90 	 984143.2   	  17.5	  15.9
   91 	 969145.5   	  17.3	  15.8
   92 	 954465.9   	  17.2	  15.6
   93 	 940099.4   	  17.0	  15.5
   94 	 926038.4   	  16.9	  15.4
   95 	 912297.4   	  16.8	  15.3
   96 	 898842.6   	  16.6	  15.2
   97 	 885667.6   	  16.5	  15.0
   98 	 872752.8   	  16.4	  14.9
   99 	 860110.9   	  16.3	  14.8
  100 	 847734.5   	  16.1	  14.7
  101 	 835609.5   	  16.0	  14.6
  102 	 823728.9   	  15.9	  14.5
  103 	 812083.2   	  15.8	  14.4
  104 	 800682.3   	  15.7	  14.3
  105 	 789513.7   	  15.5	  14.2
  106 	 778557.2   	  15.4	  14.1
  107 	 767813.0   	  15.3	  14.0
  108 	 757287.6   	  15.2	  13.9
  109 	 746969.2   	  15.1	  13.8
  110 	 736837.6   	  15.0	  13.7
  111 	 726908.5   	  14.9	  13.6
  112 	 717165.1   	  14.8	  13.5
  113 	 707596.6   	  14.7	  13.4
  114 	 698205.6   	  14.6	  13.3
  115 	 688988.8   	  14.5	  13.2
  116 	 679945.7   	  14.4	  13.2
  117 	 671072.2   	  14.3	  13.1
  118 	 662353.9   	  14.2	  13.0
  119 	 653786.7   	  14.1	  12.9
  120 	 645370.2   	  14.0	  12.8
  121 	 637113.9   	  13.9	  12.8
  122 	 629001.5   	  13.8	  12.7
  123 	 621027.3   	  13.7	  12.6
  124 	 613197.6   	  13.6	  12.5
  125 	 605511.1   	  13.5	  12.4
  126 	 597948.7   	  13.4	  12.4
  127 	 590505.8   	  13.3	  12.3
  128 	 583189.6   	  13.2	  12.2
  129 	 576001.4   	  13.2	  12.1
  130 	 568937.0   	  13.1	  12.0
  131 	 561988.2   	  13.0	  12.0
  132 	 555165.1   	  12.9	  11.9
  133 	 548457.4   	  12.8	  11.8
  134 	 541861.2   	  12.7	  11.8
  135 	 535374.8   	  12.7	  11.7
  136 	 528995.2   	  12.6	  11.6
  137 	 522721.1   	  12.5	  11.5
  138 	 516547.9   	  12.4	  11.5
  139 	 510477.4   	  12.4	  11.4
  140 	 504485.0   	  12.3	  11.3
  141 	 498576.1   	  12.2	  11.3
  142 	 492769.0   	  12.1	  11.2
  143 	 487053.6   	  12.1	  11.1
  144 	 481427.5   	  12.0	  11.1
  145 	 475886.8   	  11.9	  11.0
  146 	 470434.9   	  11.8	  10.9
  147 	 465066.4   	  11.8	  10.9
  148 	 459775.5   	  11.7	  10.8
  149 	 454574.6   	  11.6	  10.8
  150 	 449452.4   	  11.6	  10.7
  151 	 444387.3   	  11.5	  10.6
  152 	 439400.2   	  11.4	  10.6
  153 	 434497.2   	  11.3	  10.5
  154 	 429675.4   	  11.3	  10.4
  155 	 424923.1   	  11.2	  10.4
  156 	 420242.6   	  11.2	  10.3
  157 	 415631.4   	  11.1	  10.3
  158 	 411098.3   	  11.0	  10.2
  159 	 406637.0   	  11.0	  10.2
  160 	 402245.7   	  10.9	  10.1
  161 	 397909.3   	  10.8	  10.1
  162 	 393631.1   	  10.8	  10.0
  163 	 389417.1   	  10.7	  10.0
  164 	 385255.6   	  10.7	   9.9
  165 	 381152.0   	  10.6	   9.9
  166 	 377103.9   	  10.5	   9.8
  167 	 373114.5   	  10.5	   9.8
  168 	 369188.3   	  10.4	   9.7
  169 	 365330.9   	  10.4	   9.7
  170 	 361528.7   	  10.3	   9.6
  171 	 357775.9   	  10.3	   9.6
  172 	 354073.9   	  10.2	   9.5
  173 	 350430.6   	  10.1	   9.5
  174 	 346840.8   	  10.1	   9.4
  175 	 343299.9   	  10.0	   9.4
  176 	 339805.9   	  10.0	   9.3
  177 	 336360.2   	   9.9	   9.3
  178 	 332963.2   	   9.9	   9.2
  179 	 329614.6   	   9.8	   9.2
  180 	 326312.7   	   9.8	   9.1
  181 	 323062.5   	   9.7	   9.1
  182 	 319852.4   	   9.7	   9.0
  183 	 316681.0   	   9.6	   9.0
  184 	 313552.6   	   9.6	   8.9
  185 	 310479.7   	   9.5	   8.9
  186 	 307452.4   	   9.5	   8.8
  187 	 304464.9   	   9.4	   8.8
  188 	 301518.5   	   9.4	   8.7
  189 	 298612.2   	   9.3	   8.7
  190 	 295745.7   	   9.3	   8.7
  191 	 292917.9   	   9.2	   8.6
  192 	 290126.1   	   9.2	   8.6
  193 	 287368.9   	   9.1	   8.5
  194 	 284646.1   	   9.1	   8.5
  195 	 281958.9   	   9.0	   8.4
  196 	 279307.5   	   9.0	   8.4
  197 	 276691.2   	   9.0	   8.4
  198 	 274109.7   	   8.9	   8.3
  199 	 271560.8   	   8.9	   8.3
  200 	 269047.3   	   8.8	   8.2
  201 	 266563.7   	   8.8	   8.2
  202 	 264111.7   	   8.7	   8.2
  203 	 261693.4   	   8.7	   8.1
  204 	 259304.7   	   8.7	   8.1
  205 	 256945.5   	   8.6	   8.1
  206 	 254615.7   	   8.6	   8.0
  207 	 252313.6   	   8.5	   8.0
  208 	 250041.0   	   8.5	   7.9
  209 	 247796.9   	   8.5	   7.9
  210 	 245584.3   	   8.4	   7.9
  211 	 243396.9   	   8.4	   7.8
  212 	 241234.0   	   8.3	   7.8
  213 	 239096.3   	   8.3	   7.8
  214 	 236984.0   	   8.3	   7.7
  215 	 234896.2   	   8.2	   7.7
  216 	 232834.0   	   8.2	   7.7
  217 	 230797.3   	   8.1	   7.6
  218 	 228785.2   	   8.1	   7.6
  219 	 226797.6   	   8.1	   7.6
  220 	 224835.6   	   8.0	   7.5
  221 	 222896.7   	   8.0	   7.5
  222 	 220978.8   	   8.0	   7.5
  223 	 219084.7   	   7.9	   7.5
  224 	 217212.8   	   7.9	   7.4
  225 	 215362.5   	   7.9	   7.4
  226 	 213534.5   	   7.8	   7.4
  227 	 211728.5   	   7.8	   7.3
  228 	 209941.8   	   7.8	   7.3
  229 	 208175.3   	   7.7	   7.3
  230 	 206425.2   	   7.7	   7.3
  231 	 204694.2   	   7.7	   7.2
  232 	 202981.1   	   7.6	   7.2
  233 	 201286.9   	   7.6	   7.2
  234 	 199613.9   	   7.6	   7.1
  235 	 197959.6   	   7.5	   7.1
  236 	 196326.4   	   7.5	   7.1
  237 	 194712.7   	   7.5	   7.0
  238 	 193117.3   	   7.4	   7.0
  239 	 191539.3   	   7.4	   7.0
  240 	 189979.7   	   7.4	   6.9
  241 	 188436.2   	   7.3	   6.9
  242 	 186910.6   	   7.3	   6.9
  243 	 185402.2   	   7.3	   6.9
  244 	 183911.1   	   7.2	   6.8
  245 	 182437.0   	   7.2	   6.8
  246 	 180977.2   	   7.2	   6.8
  247 	 179533.4   	   7.1	   6.8
  248 	 178105.3   	   7.1	   6.7
  249 	 176692.7   	   7.1	   6.7
  250 	 175296.0   	   7.1	   6.7
  251 	 173914.0   	   7.0	   6.7
  252 	 172546.9   	   7.0	   6.6
  253 	 171194.7   	   7.0	   6.6
  254 	 169857.0   	   6.9	   6.6
  255 	 168534.0   	   6.9	   6.6
  256 	 167225.8   	   6.9	   6.5
  257 	 165931.7   	   6.9	   6.5
  258 	 164651.5   	   6.8	   6.5
  259 	 163385.1   	   6.8	   6.5
  260 	 162132.2   	   6.8	   6.4
  261 	 160893.2   	   6.8	   6.4
  262 	 159666.8   	   6.7	   6.4
  263 	 158453.7   	   6.7	   6.4
  264 	 157253.2   	   6.7	   6.3
  265 	 156066.2   	   6.6	   6.3
  266 	 154891.3   	   6.6	   6.3
  267 	 153728.7   	   6.6	   6.3
  268 	 152578.3   	   6.6	   6.2
  269 	 151441.2   	   6.5	   6.2
  270 	 150315.9   	   6.5	   6.2
  271 	 149201.6   	   6.5	   6.2
  272 	 148098.0   	   6.5	   6.1
  273 	 147006.1   	   6.4	   6.1
  274 	 145925.2   	   6.4	   6.1
  275 	 144855.6   	   6.4	   6.1
  276 	 143797.0   	   6.4	   6.1
  277 	 142749.4   	   6.3	   6.0
  278 	 141712.8   	   6.3	   6.0
  279 	 140687.2   	   6.3	   6.0
  280 	 139671.4   	   6.3	   6.0
  281 	 138666.0   	   6.2	   5.9
  282 	 137670.5   	   6.2	   5.9
  283 	 136685.2   	   6.2	   5.9
  284 	 135709.5   	   6.2	   5.9
  285 	 134743.6   	   6.2	   5.9
  286 	 133787.7   	   6.1	   5.8
  287 	 132841.8   	   6.1	   5.8
  288 	 131905.6   	   6.1	   5.8
  289 	 130978.6   	   6.1	   5.8
  290 	 130060.6   	   6.0	   5.8
  291 	 129151.5   	   6.0	   5.7
  292 	 128251.5   	   6.0	   5.7
  293 	 127360.3   	   6.0	   5.7
  294 	 126477.8   	   6.0	   5.7
  295 	 125604.3   	   5.9	   5.7
  296 	 124739.5   	   5.9	   5.6
  297 	 123882.5   	   5.9	   5.6
  298 	 123033.5   	   5.9	   5.6
  299 	 122191.0   	   5.9	   5.6
  300 	 121356.2   	   5.8	   5.6
  301 	 120529.3   	   5.8	   5.6
  302 	 119710.1   	   5.8	   5.5
  303 	 118897.3   	   5.8	   5.5
  304 	 118089.4   	   5.8	   5.5
  305 	 117286.9   	   5.7	   5.5
  306 	 116490.4   	   5.7	   5.5
  307 	 115700.0   	   5.7	   5.4
  308 	 114915.6   	   5.7	   5.4
  309 	 114137.8   	   5.7	   5.4
  310 	 113366.0   	   5.6	   5.4
  311 	 112600.8   	   5.6	   5.4
  312 	 111842.3   	   5.6	   5.4
  313 	 111090.4   	   5.6	   5.3
  314 	 110345.3   	   5.6	   5.3
  315 	 109607.0   	   5.5	   5.3
  316 	 108875.4   	   5.5	   5.3
  317 	 108150.4   	   5.5	   5.3
  318 	 107431.6   	   5.5	   5.2
  319 	 106719.1   	   5.5	   5.2
  320 	 106012.8   	   5.4	   5.2
  321 	 105313.0   	   5.4	   5.2
  322 	 104619.7   	   5.4	   5.2
  323 	 103933.0   	   5.4	   5.2
  324 	 103252.6   	   5.4	   5.1
  325 	 102578.6   	   5.4	   5.1
  326 	 101910.8   	   5.3	   5.1
  327 	 101249.0   	   5.3	   5.1
  328 	 100592.7   	   5.3	   5.1
  329 	 99940.1    	   5.3	   5.1
  330 	 99292.9    	   5.3	   5.1
  331 	 98650.8    	   5.2	   5.0
  332 	 98014.4    	   5.2	   5.0
  333 	 97383.6    	   5.2	   5.0
  334 	 96758.3    	   5.2	   5.0
  335 	 96139.0    	   5.2	   5.0
  336 	 95525.7    	   5.2	   5.0
  337 	 94917.8    	   5.1	   5.0
  338 	 94315.6    	   5.1	   4.9
  339 	 93718.7    	   5.1	   4.9
  340 	 93126.7    	   5.1	   4.9
  341 	 92540.4    	   5.1	   4.9
  342 	 91958.9    	   5.1	   4.9
  343 	 91382.6    	   5.1	   4.9
  344 	 90811.5    	   5.0	   4.9
  345 	 90245.5    	   5.0	   4.8
  346 	 89684.7    	   5.0	   4.8
  347 	 89129.1    	   5.0	   4.8
  348 	 88578.7    	   5.0	   4.8
  349 	 88033.4    	   5.0	   4.8
  350 	 87492.0    	   4.9	   4.8
  351 	 86955.2    	   4.9	   4.7
  352 	 86422.7    	   4.9	   4.7
  353 	 85894.8    	   4.9	   4.7
  354 	 85371.5    	   4.9	   4.7
  355 	 84852.7    	   4.9	   4.7
  356 	 84338.4    	   4.9	   4.7
  357 	 83828.7    	   4.8	   4.7
  358 	 83323.5    	   4.8	   4.6
  359 	 82823.1    	   4.8	   4.6
  360 	 82326.6    	   4.8	   4.6
  361 	 81834.5    	   4.8	   4.6
  362 	 81346.6    	   4.8	   4.6
  363 	 80862.8    	   4.8	   4.6
  364 	 80383.3    	   4.7	   4.6
  365 	 79907.8    	   4.7	   4.5
  366 	 79436.3    	   4.7	   4.5
  367 	 78968.9    	   4.7	   4.5
  368 	 78504.6    	   4.7	   4.5
  369 	 78044.4    	   4.7	   4.5
  370 	 77587.4    	   4.7	   4.5
  371 	 77134.3    	   4.6	   4.5
  372 	 76685.2    	   4.6	   4.5
  373 	 76239.6    	   4.6	   4.5
  374 	 75797.1    	   4.6	   4.4
  375 	 75357.6    	   4.6	   4.4
  376 	 74921.4    	   4.6	   4.4
  377 	 74489.1    	   4.6	   4.4
  378 	 74060.6    	   4.6	   4.4
  379 	 73636.1    	   4.5	   4.4
  380 	 73214.9    	   4.5	   4.4
  381 	 72797.0    	   4.5	   4.4
  382 	 72382.9    	   4.5	   4.4
  383 	 71972.4    	   4.5	   4.3
  384 	 71565.5    	   4.5	   4.3
  385 	 71161.4    	   4.5	   4.3
  386 	 70759.9    	   4.5	   4.3
  387 	 70361.5    	   4.4	   4.3
  388 	 69965.7    	   4.4	   4.3
  389 	 69572.7    	   4.4	   4.3
  390 	 69182.8    	   4.4	   4.3
  391 	 68795.8    	   4.4	   4.3
  392 	 68411.8    	   4.4	   4.2
  393 	 68030.5    	   4.4	   4.2
  394 	 67652.2    	   4.4	   4.2
  395 	 67276.8    	   4.3	   4.2
  396 	 66904.4    	   4.3	   4.2
  397 	 66534.9    	   4.3	   4.2
  398 	 66168.5    	   4.3	   4.2
  399 	 65804.8    	   4.3	   4.2
  400 	 65444.1    	   4.3	   4.2
  401 	 65085.8    	   4.3	   4.1
  402 	 64729.9    	   4.3	   4.1
  403 	 64376.8    	   4.3	   4.1
  404 	 64026.6    	   4.2	   4.1
  405 	 63679.2    	   4.2	   4.1
  406 	 63334.6    	   4.2	   4.1
  407 	 62992.8    	   4.2	   4.1
  408 	 62653.8    	   4.2	   4.1
  409 	 62317.6    	   4.2	   4.1
  410 	 61984.0    	   4.2	   4.1
  411 	 61653.0    	   4.2	   4.1
  412 	 61324.7    	   4.2	   4.0
  413 	 60999.0    	   4.1	   4.0
  414 	 60676.1    	   4.1	   4.0
  415 	 60355.7    	   4.1	   4.0
  416 	 60037.7    	   4.1	   4.0
  417 	 59722.4    	   4.1	   4.0
  418 	 59409.7    	   4.1	   4.0
  419 	 59099.3    	   4.1	   4.0
  420 	 58791.2    	   4.1	   4.0
  421 	 58485.5    	   4.1	   4.0
  422 	 58182.0    	   4.0	   3.9
  423 	 57880.6    	   4.0	   3.9
  424 	 57581.5    	   4.0	   3.9
  425 	 57284.7    	   4.0	   3.9
  426 	 56990.4    	   4.0	   3.9
  427 	 56698.3    	   4.0	   3.9
  428 	 56408.4    	   4.0	   3.9
  429 	 56120.9    	   4.0	   3.9
  430 	 55835.5    	   4.0	   3.9
  431 	 55552.4    	   4.0	   3.9
  432 	 55271.0    	   3.9	   3.9
  433 	 54991.8    	   3.9	   3.9
  434 	 54714.6    	   3.9	   3.8
  435 	 54439.4    	   3.9	   3.8
  436 	 54166.7    	   3.9	   3.8
  437 	 53895.7    	   3.9	   3.8
  438 	 53626.7    	   3.9	   3.8
  439 	 53359.5    	   3.9	   3.8
  440 	 53094.4    	   3.9	   3.8
  441 	 52831.3    	   3.9	   3.8
  442 	 52569.9    	   3.9	   3.8
  443 	 52310.1    	   3.8	   3.8
  444 	 52052.9    	   3.8	   3.8
  445 	 51797.6    	   3.8	   3.7
  446 	 51544.1    	   3.8	   3.7
  447 	 51292.4    	   3.8	   3.7
  448 	 51042.5    	   3.8	   3.7
  449 	 50794.3    	   3.8	   3.7
  450 	 50548.0    	   3.8	   3.7
  451 	 50303.4    	   3.8	   3.7
  452 	 50060.9    	   3.8	   3.7
  453 	 49820.2    	   3.8	   3.7
  454 	 49581.2    	   3.7	   3.7
  455 	 49343.9    	   3.7	   3.7
  456 	 49108.4    	   3.7	   3.7
  457 	 48874.5    	   3.7	   3.7
  458 	 48642.3    	   3.7	   3.6
  459 	 48411.8    	   3.7	   3.6
  460 	 48182.9    	   3.7	   3.6
  461 	 47955.7    	   3.7	   3.6
  462 	 47730.1    	   3.7	   3.6
  463 	 47506.1    	   3.7	   3.6
  464 	 47283.5    	   3.7	   3.6
  465 	 47062.3    	   3.7	   3.6
  466 	 46842.4    	   3.7	   3.6
  467 	 46624.0    	   3.6	   3.6
  468 	 46407.0    	   3.6	   3.6
  469 	 46191.5    	   3.6	   3.6
  470 	 45977.4    	   3.6	   3.6
  471 	 45764.0    	   3.6	   3.5
  472 	 45551.7    	   3.6	   3.5
  473 	 45340.9    	   3.6	   3.5
  474 	 45131.9    	   3.6	   3.5
  475 	 44924.4    	   3.6	   3.5
  476 	 44718.5    	   3.6	   3.5
  477 	 44513.7    	   3.6	   3.5
  478 	 44310.2    	   3.6	   3.5
  479 	 44108.1    	   3.6	   3.5
  480 	 43907.4    	   3.5	   3.5
  481 	 43708.1    	   3.5	   3.5
  482 	 43510.1    	   3.5	   3.5
  483 	 43313.5    	   3.5	   3.5
  484 	 43118.1    	   3.5	   3.5
  485 	 42924.3    	   3.5	   3.5
  486 	 42731.7    	   3.5	   3.4
  487 	 42540.5    	   3.5	   3.4
  488 	 42350.6    	   3.5	   3.4
  489 	 42161.9    	   3.5	   3.4
  490 	 41974.7    	   3.5	   3.4
  491 	 41788.7    	   3.5	   3.4
  492 	 41603.9    	   3.5	   3.4
  493 	 41420.5    	   3.4	   3.4
  494 	 41238.4    	   3.4	   3.4
  495 	 41057.3    	   3.4	   3.4
  496 	 40877.4    	   3.4	   3.4
  497 	 40698.9    	   3.4	   3.4
  498 	 40521.6    	   3.4	   3.4
  499 	 40345.4    	   3.4	   3.4
